inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166
"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3",1.495141652,1.051460264,1.558165715,1.122212832,1.138910698,0.954617503,1.260044905,1.39340696,0.916466528,1.676165044,1.414310222,0.974391205,1.249286333,1.284339538,1.262428061,1.223282971,1.424576218,1.172761558,1.134204891,1.717943025,1.556700209,1.28882756,0.775776235,1.314731969,0.891825817,1.663264235,0.958351038,0.947896505,1.337038451,1.073093774,1.369892135,1.437821514,1.508351479,1.1978174,1.250113678,1.242487424,1.188235167,1.120560947,1.219932914,1.512073063,1.415785623,1.200110859,1.343096581,1.359769913,1.200762563,1.364306762,1.300079781,1.270211864,1.263048173,1.321391705,1.232459623,1.251403247,1.373332105,1.347691245,1.399781173,1.193028451,1.279411965,1.266416789,1.379856488,1.307340027,1.316496995,1.30472086,1.298660188,1.243714319,1.294055368,1.351652993,1.25572362,1.286032581,1.335111902,1.318913673,1.294944221,1.370216921,1.238855785,1.334121011,1.220025786,1.307788512,1.256889033,1.328080205,1.279502171,1.307882194,1.26644695,1.27883762,1.237080178,1.308646823,1.283688377,1.266565311,1.226549069,1.242484657,1.297849389,1.342003174,1.235851225,1.224681073,1.323737147,1.299970832,1.326993518,1.292840694,1.330052518,1.312482429,1.274902632,1.282168333,1.304187975,1.302531159,1.293123175,1.299180482,1.274974609,1.262173781,1.302679714,1.293811714,1.285268498,1.309343951,1.31429153,1.309737099,1.316217574,1.290336116,1.290294616,1.289950057,1.292339076,1.296632727,1.290517617,1.292913418,1.286236568,1.298634625,1.297875137,1.29911715,1.29238075,1.29474771,1.295436613,1.29337116,1.295843868,1.296400538,1.295636068,1.296183679,1.294813188,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3",0.769403838,1.237562173,2.140276058,1.073699149,1.463986341,0.896141898,1.412216261,1.441556579,1.280129479,1.531531051,1.156055155,1.538997121,1.159674234,0.704331172,1.189615001,0.769863287,1.38348376,0.851730975,2.108539048,1.214171495,1.469374614,0.735605626,1.537305787,1.338035688,1.240137316,0.969933615,1.294708164,1.280249395,1.642097994,1.030592988,1.653332867,1.472048462,0.994617605,1.086835101,1.308582027,1.286467612,1.464642549,1.41657201,1.350864749,1.288582999,1.284536579,1.252423098,1.165982534,1.462165407,1.095136053,1.277410611,1.223400095,1.325476537,1.227959497,1.27051697,1.222105166,1.214501959,1.340720564,1.403617872,1.300790025,1.248481577,1.333242421,1.234386351,1.291412683,1.196019706,1.368089357,1.240380394,1.211528015,1.354832709,1.312211482,1.33592534,1.229124362,1.235609366,1.314119603,1.325906207,1.335804293,1.2524475,1.274510091,1.285946064,1.239062051,1.281448317,1.239144433,1.228899557,1.276134601,1.338868188,1.301561484,1.257394606,1.299643973,1.247388758,1.265369878,1.270343912,1.316157242,1.311393403,1.257618174,1.2959109,1.286388576,1.302881977,1.221808797,1.343864615,1.266991601,1.257541123,1.288541708,1.248052275,1.291996778,1.294925075,1.321764064,1.26781123,1.287550896,1.288615033,1.318978026,1.287519287,1.299677591,1.31880688,1.258119515,1.273791712,1.329300901,1.296774737,1.294088604,1.301644639,1.276070332,1.306224138,1.299834264,1.311915969,1.281750847,1.309208544,1.299864864,1.294317781,1.290644093,1.294534209,1.292363276,1.295676806,1.290929387,1.295577287,1.291247158,1.29805086,1.294840082,1.297694974,1.292323675,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C7H12N4O2/c1-7(2,3)4-5(12)11(8)6(13)10-9-4/h8H2,1-3H3,(H,10,13)",0.931774954,1.221746095,2.118650792,0.934670844,1.339106396,1.183752325,1.329779475,1.234228411,1.118350941,1.663241727,0.936049265,1.513878359,1.255320501,1.185536294,0.901985897,1.024824463,1.137163658,1.302893566,1.652006116,1.000250982,1.875404695,1.199600841,1.53854905,1.292692157,1.137853675,1.045852734,1.440973831,1.229048635,1.554336966,0.975905496,1.636731391,1.532634393,1.2195907,1.106347388,1.203016391,1.428834071,1.295894189,1.390092926,1.36428771,1.240093371,1.142960346,1.347568999,1.234484036,1.42462017,1.234451695,1.360079687,1.215240404,1.256733768,1.35594693,1.241191788,1.12166142,1.172644361,1.303329859,1.262138411,1.337251886,1.341953092,1.303501967,1.353784188,1.275849167,1.28656412,1.259121967,1.175138395,1.274261528,1.280779819,1.34942597,1.297838314,1.187016713,1.269053999,1.280768805,1.337153446,1.331596617,1.19766654,1.274208521,1.262641861,1.235268679,1.334338482,1.219563503,1.222801323,1.260848764,1.364955851,1.274458475,1.252036072,1.283313485,1.241343172,1.280852997,1.239672584,1.347905895,1.285538163,1.258908888,1.263473011,1.30076943,1.277536988,1.253976495,1.331239754,1.305774533,1.265076532,1.275652846,1.262962942,1.284184206,1.298473002,1.324873524,1.270544319,1.312012723,1.282311604,1.299762562,1.31847032,1.32851998,1.31596792,1.27114192,1.280312833,1.344441652,1.303444437,1.291715041,1.28636923,1.294936763,1.313448097,1.307474443,1.301606003,1.285891222,1.303911594,1.29884231,1.296767795,1.291379124,1.297691979,1.296234438,1.298146358,1.294428881,1.296696812,1.291225976,1.29499677,1.296628721,1.297207019,1.292330951,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C16H16N2O4/c1-11-5-3-6-12(9-11)18-16(20)22-14-8-4-7-13(10-14)17-15(19)21-2/h3-10H,1-2H3,(H,17,19)(H,18,20)",1.07540191,0.991189436,1.446635862,1.233862365,1.241618199,1.212763762,1.555502223,1.447669545,1.276167346,1.778245006,1.229695776,1.18348312,1.336845056,1.608104733,1.1049403,1.424656315,1.040275994,1.327043845,1.39323557,1.413694435,0.75935049,1.58899717,1.173472349,1.002787958,1.151241324,1.304817018,1.362765738,0.851059224,1.309601753,1.44168806,1.279913611,1.584905451,1.240178696,1.310255039,1.028404907,1.402889445,1.541956314,1.307533571,1.178805369,1.206138979,1.429820478,1.40323847,1.206976809,1.27676424,1.327350908,0.953335502,1.207429801,1.109358822,0.946174613,1.340305817,1.375706375,1.059590842,1.162722841,0.959026854,1.244991942,1.304323348,1.019924978,1.205805738,1.23231096,1.282311279,1.274147376,1.310136561,1.237177314,1.288210369,1.427269734,1.297084317,1.208885675,1.269386255,1.214327261,1.335523815,1.25389222,1.332952743,1.269556317,1.266572014,1.281686492,1.312635197,1.313377882,1.314179615,1.29382025,1.275464253,1.316195462,1.262694707,1.282594138,1.282311287,1.306026341,1.294495514,1.277760486,1.304930643,1.243136856,1.266652463,1.312354206,1.270852991,1.2991411,1.290339509,1.288353013,1.27947933,1.318904834,1.294957777,1.306234223,1.323527101,1.292268454,1.302216181,1.294177416,1.289971226,1.289410395,1.283727707,1.293296948,1.284898908,1.292598499,1.296673261,1.268168708,1.299165247,1.294216302,1.29644594,1.288977959,1.305971339,1.303412225,1.300894184,1.297050574,1.296700362,1.298598957,1.284680417,1.299752522,1.295532067,1.296530618,1.292148898,1.295506142,1.297271552,1.29328246,1.295097629,1.296102978,1.295470491,1.294995731,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C17H13ClFN3O/c18-15-4-2-1-3-14(15)16-17(23-16,9-22-11-20-10-21-22)12-5-7-13(19)8-6-12/h1-8,10-11,16H,9H2",1.045050873,0.936416012,1.815360771,0.905519711,1.256504365,1.099441973,0.765916596,0.961678339,1.236722607,1.044261919,1.512098903,1.490486742,1.134354246,1.011444406,1.4068855,1.492064435,1.046060801,1.140840762,1.561147686,1.412782846,1.586079063,1.70754342,1.853181812,2.102248623,0.805618554,1.117247014,1.122410363,1.188948536,1.219410999,1.576461818,1.193614758,1.465282142,1.272791966,1.452311576,1.321111104,1.363701468,1.349494709,1.157196086,1.224637886,1.325350885,1.434354518,1.280984893,1.386453243,1.125564268,1.345426856,1.267893039,1.272213702,1.265339236,1.32379062,1.311789372,1.213119759,1.364485588,1.178858264,1.32083179,1.31714544,1.297468078,1.367761992,1.051528672,1.230204793,1.490935196,1.558668969,1.271493157,1.219900144,1.176752424,1.254975417,1.209574113,1.190789496,1.300914399,1.324935539,1.276130416,1.315538417,1.153880526,1.269918939,1.244194486,1.252703703,1.186684644,1.298964046,1.32135964,1.28222739,1.375861401,1.239778162,1.29895584,1.234872177,1.305643706,1.310070883,1.293844324,1.302905018,1.349637697,1.328752167,1.326765369,1.263821627,1.311769755,1.285337744,1.260943212,1.3268985,1.25391016,1.270726072,1.302500759,1.298930797,1.315373887,1.297249469,1.316109244,1.250525258,1.291609213,1.283951977,1.283649772,1.299658629,1.297405051,1.318666687,1.308631168,1.304946991,1.297830873,1.305277757,1.313578807,1.298423469,1.30005759,1.305328187,1.300697264,1.294227059,1.291083552,1.305499091,1.305453157,1.289612466,1.287879307,1.293703555,1.297751448,1.29711279,1.296593753,1.296427068,1.296024601,1.29627441,1.296952241,1.294105613,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C16H15F2N3Si/c1-22(12-21-11-19-10-20-21,15-6-2-13(17)3-7-15)16-8-4-14(18)5-9-16/h2-11H,12H2,1H3",0.709417236,1.374477812,1.669624138,0.924412338,0.98300482,0.969474588,0.935328792,1.085945627,1.363115775,0.925869694,1.250759503,1.348345058,1.163228203,1.118531603,1.363004571,1.148605581,1.313612667,1.196932443,1.232007365,1.375716419,1.63937144,1.439877824,1.300609652,1.133858634,1.359739989,1.089106842,1.308944783,1.237420156,1.159500516,1.391957152,1.297678232,1.658769128,1.114115566,1.445059359,1.52923682,1.514772008,1.37170264,1.007932745,1.251171643,1.250301854,1.544329875,1.367417045,1.162256982,1.22363672,1.544444621,1.498239826,1.265175578,1.402662919,1.160325412,1.663580638,0.897890724,1.57206575,1.43485668,1.165246579,1.59221191,1.206936506,1.284538257,1.217157835,1.099790604,1.116799018,1.213138001,1.462972307,1.108363996,1.414846189,1.336735819,1.125105039,1.075194728,1.554664834,1.112160334,1.562955401,1.328292849,1.332546478,1.252939802,1.359993247,1.091036042,1.103841868,1.648075529,1.328102394,1.408706686,1.145762176,1.341900921,1.504193627,1.28279137,1.217100544,1.224756206,1.521897154,1.597779243,1.23370415,1.482166356,1.178426646,1.141989043,1.309023393,1.374839887,1.282664301,1.249031107,1.504958023,1.499433315,1.118317609,1.303599429,1.254889842,1.535176607,1.23192323,1.438531413,1.309542613,1.342037292,1.291477948,1.302230822,1.245211655,1.260099972,1.328016701,1.307772819,1.300953444,1.310659379,1.285283321,1.294870574,1.285991298,1.293993904,1.296245748,1.292430209,1.293596657,1.293681347,1.297400034,1.29567733,1.297041011,1.295809637,1.295517988,1.295278669,1.295341826,1.295518084,1.295508149,1.295518449,1.295405377,1.295506527,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C14H21NO5S/c1-4-11-7-6-8-12(5-2)14(11)15(10-20-3)13(16)9-21(17,18)19/h6-8H,4-5,9-10H2,1-3H3,(H,17,18,19)",0.777602065,1.907977113,1.740909705,2.381476238,1.579759841,0.930313037,1.618076247,1.026887501,1.225282066,1.279841395,1.605002522,1.167977773,1.270828818,1.528706119,1.22692884,1.70917511,1.596109186,1.805636791,1.41961361,1.1715075,1.224669851,1.361057248,1.406537748,1.24993214,1.304011759,1.5450435,1.294536288,1.481759489,1.228227597,1.277669085,1.372915405,1.502749078,1.337964097,1.235396746,1.486035344,1.492036951,1.2308059,1.318020142,1.140112584,1.505936432,1.228693408,1.412978669,1.230724636,1.15835979,1.243678342,1.410634135,1.361942168,1.351862754,1.168475671,1.414735442,1.267341419,1.309047297,1.248282706,1.305870716,1.429163607,1.240069761,1.204888243,1.343686261,1.343000073,1.189267816,1.313258837,1.291701668,1.3247375,1.241964516,1.302518203,1.250602237,1.206113064,1.228283273,1.356034592,1.2889162,1.330548965,1.266792165,1.22943283,1.311067595,1.27406356,1.33825389,1.288193066,1.295798692,1.300622738,1.348482516,1.279806877,1.311465555,1.28621011,1.302530458,1.253017302,1.25441372,1.304990092,1.2947042,1.278842632,1.263920378,1.29557595,1.292976035,1.28764661,1.312421313,1.322399356,1.26960275,1.277160241,1.320822487,1.301079174,1.308953699,1.319118465,1.270509239,1.260548557,1.30760164,1.320659909,1.304164085,1.253284018,1.286652037,1.288046829,1.286198864,1.314422212,1.291372689,1.296715807,1.305461849,1.272970113,1.274911213,1.291227823,1.287633681,1.294552939,1.28301149,1.317110228,1.291157679,1.305712047,1.298533502,1.296386823,1.29719968,1.295359732,1.294116873,1.295031394,1.296881774,1.296796819,1.29361347,1.296352974,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C14H19NO4/c1-4-10-7-6-8-11(5-2)12(10)15(9-19-3)13(16)14(17)18/h6-8H,4-5,9H2,1-3H3,(H,17,18)",0.937700397,1.353493303,1.173656934,1.184443167,1.161508058,1.204001526,1.598117524,1.179099747,1.148017889,1.633159794,1.504447749,1.279530205,1.283302062,1.392078384,1.192228541,1.500170614,1.245515927,1.378394688,1.365963906,1.083458603,1.081806127,1.289725181,1.285107359,1.243946479,1.430073664,1.503339493,1.415942889,1.282254807,1.176174004,1.274773976,1.167352232,1.494618092,1.275889959,1.208074669,1.543418229,1.407304786,1.432443679,1.262345742,1.354328124,1.458797273,1.301303803,1.284356397,1.193494703,1.256644175,1.244742586,1.428437558,1.501371777,1.447279498,1.284655774,1.310959978,1.253984383,1.349126914,1.255945185,1.290895468,1.387668428,1.294499201,1.245100058,1.328064121,1.318928288,1.235285458,1.292065569,1.29847326,1.342142729,1.223922836,1.384464029,1.284391793,1.197344058,1.221108251,1.357050786,1.251401569,1.316725267,1.223462148,1.18534422,1.289547946,1.296102582,1.322271361,1.315423781,1.270840651,1.231155349,1.316046829,1.31427217,1.333764444,1.311290918,1.284922567,1.28997421,1.248971757,1.321772324,1.304582786,1.269360344,1.2991576,1.2809315,1.315326082,1.295591867,1.328262211,1.347626626,1.281183254,1.300348845,1.317644243,1.32671038,1.308843076,1.31056709,1.274693897,1.274620893,1.287405285,1.288251497,1.327822314,1.290178156,1.285031796,1.309579872,1.292555726,1.322579999,1.270083847,1.294049791,1.294528226,1.269706941,1.274241628,1.2929573,1.299770164,1.289633252,1.279365282,1.319911474,1.293851309,1.298679614,1.297391881,1.29725915,1.296579603,1.297371447,1.293180728,1.295446051,1.295942893,1.296939472,1.296055887,1.296509437,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C14H19NO4/c1-4-11-8-6-7-10(3)12(11)15(9-19-5-2)13(16)14(17)18/h6-8H,4-5,9H2,1-3H3,(H,17,18)",0.949445733,1.341162982,1.183140896,1.19401815,1.186662395,1.260670663,1.563822007,1.156919931,1.191741791,1.608300239,1.536992313,1.292243515,1.25593068,1.378921646,1.18556646,1.561241388,1.235919922,1.347503724,1.37657482,1.010617887,1.080640748,1.286462846,1.305029482,1.200447221,1.370810807,1.535695678,1.427776312,1.293790345,1.171035493,1.296242953,1.181638789,1.529528501,1.282340848,1.152928311,1.49242965,1.402069475,1.40086857,1.233213048,1.348166219,1.477206118,1.277835229,1.293515914,1.147188542,1.329055309,1.296869339,1.479622771,1.54677533,1.467394799,1.275322929,1.294500126,1.295990126,1.317803909,1.27113745,1.342728713,1.357766761,1.311400003,1.23114538,1.324237419,1.238121014,1.274493033,1.288833572,1.319061148,1.337944168,1.269581191,1.379257342,1.294877372,1.234577613,1.252827836,1.32758286,1.246187305,1.328797349,1.245244334,1.199943676,1.268523252,1.32114061,1.309409611,1.287821107,1.274439619,1.249650139,1.291912152,1.294678836,1.342597016,1.318111566,1.281552855,1.322723872,1.267046799,1.322801747,1.278613157,1.285715171,1.309714927,1.29332054,1.300274718,1.301625516,1.318743174,1.324574375,1.273504467,1.300409239,1.307391977,1.316187621,1.318446774,1.309491597,1.286731684,1.277065118,1.29360335,1.295921478,1.331899935,1.299692703,1.296018269,1.31101546,1.285835784,1.320031752,1.284528795,1.295749452,1.296317854,1.263056524,1.273143418,1.286067828,1.295254031,1.291613476,1.277205199,1.320339436,1.294017755,1.298024443,1.295276354,1.296436295,1.296687588,1.296633336,1.293811773,1.295412693,1.296135973,1.297297981,1.295801971,1.296478783,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C14H21NO5S/c1-4-12-8-6-7-11(3)14(12)15(10-20-5-2)13(16)9-21(17,18)19/h6-8H,4-5,9-10H2,1-3H3,(H,17,18,19)",0.7893474,1.895646793,1.750393667,2.391051221,1.604914178,0.986982173,1.58378073,1.004707685,1.269005968,1.25498184,1.637547086,1.180691083,1.243457436,1.51554938,1.220266759,1.770245885,1.586513182,1.774745827,1.430224524,1.098666784,1.223504472,1.357794912,1.426459871,1.206432882,1.244748902,1.577399685,1.306369712,1.493295028,1.223089086,1.299138061,1.387201961,1.537659488,1.344414986,1.180250388,1.435046766,1.486801639,1.199230791,1.288887448,1.133950679,1.524345278,1.205224833,1.422138186,1.184418475,1.230770924,1.295805095,1.461819349,1.407345722,1.371978055,1.159142826,1.39827559,1.309347162,1.277724292,1.263474972,1.357703962,1.39926194,1.256970562,1.190933565,1.33985956,1.262192799,1.228475391,1.31002684,1.312289555,1.32053894,1.287622872,1.297311516,1.261087816,1.243346618,1.260002858,1.326566666,1.283701936,1.342621047,1.288574351,1.244032285,1.290042901,1.299101588,1.32539214,1.260590393,1.29939766,1.319117527,1.324347839,1.260213543,1.320298128,1.293030758,1.299160747,1.285766963,1.272488762,1.306019514,1.268734572,1.295197459,1.274477705,1.30796499,1.277924671,1.293680259,1.302902276,1.299347106,1.261923963,1.277220636,1.31057022,1.290556415,1.318557397,1.318042972,1.282547026,1.262992781,1.313799705,1.328329891,1.308241706,1.262798564,1.29763851,1.289482417,1.279478922,1.311873966,1.305817637,1.298415468,1.307251476,1.266319696,1.273813002,1.28433835,1.283117549,1.296533164,1.280851407,1.31753819,1.291324124,1.305056876,1.296417975,1.295563968,1.297307665,1.29462162,1.294747917,1.294998036,1.297074854,1.297155328,1.293359554,1.29632232,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C14H20ClNO2/c1-4-12-8-6-7-11(3)14(12)16(10-18-5-2)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",0.801528411,1.299599417,1.20601254,1.13252614,1.179564046,1.182355711,1.406299958,1.169255484,1.406675883,1.579093111,1.670563935,1.198285028,1.174147799,1.418125433,1.100715666,1.594445897,1.28690321,1.32491464,1.366142996,1.07356003,1.107954421,1.388203997,1.3375848,1.181994494,1.315299196,1.454533441,1.37363537,1.435101546,1.172533821,1.34038394,1.257820471,1.476244681,1.31762235,1.163584185,1.471895827,1.419559774,1.346920754,1.307844014,1.292420033,1.430802542,1.250091917,1.268344684,1.128403422,1.332576062,1.266740888,1.453322444,1.542467733,1.470494719,1.266582366,1.404940146,1.368358149,1.300689019,1.266506727,1.371699093,1.367395153,1.236353265,1.13925385,1.296681084,1.273529574,1.222686231,1.316400757,1.343154161,1.332577216,1.281319151,1.281927643,1.297524937,1.296572276,1.297272527,1.355516544,1.283314579,1.313560843,1.266615474,1.219350879,1.270064799,1.288220117,1.297372582,1.257429775,1.266866749,1.322568293,1.344097942,1.295308049,1.307031119,1.326384472,1.281168307,1.297473945,1.22670803,1.319513225,1.262320556,1.28553238,1.288712696,1.316689248,1.270268362,1.302747218,1.308529127,1.309047969,1.277758888,1.312696807,1.275254885,1.278382059,1.296531518,1.304176296,1.294814441,1.292846407,1.305444195,1.283313553,1.328883838,1.295607937,1.301134237,1.315550049,1.277048702,1.309587688,1.303289351,1.297878178,1.292449874,1.29080244,1.289083608,1.296236164,1.285789805,1.293221438,1.27584408,1.323133628,1.295722404,1.304442263,1.294217321,1.296360675,1.296818878,1.298617344,1.291900778,1.296315826,1.296350175,1.297596546,1.296064586,1.296421102,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
"InChI=1S/C19H23N3/c1-14-6-8-18(16(3)10-14)20-12-22(5)13-21-19-9-7-15(2)11-17(19)4/h6-13H,1-5H3",0.754257095,1.035639504,1.437486071,0.948225928,1.274508193,0.875175212,1.399621386,1.458987559,1.551949664,1.635367075,1.320088115,1.375281028,1.464869276,1.39010836,1.121069362,1.513841311,1.410499216,1.476266555,1.380190875,1.306360864,1.017235047,1.336352929,1.357599728,1.221225458,1.499439585,1.270982594,1.154942493,1.130116962,1.334785521,1.30592784,1.20572588,1.320769773,1.301026274,1.374878321,1.378185819,1.303435371,1.337545612,1.339862845,1.293659299,1.278939348,1.271591405,1.412686249,1.311889159,1.159656121,1.38622652,1.307630556,1.342202282,1.329391088,1.327759409,1.29632365,1.328550989,1.381035174,1.276790775,1.326602121,1.354787409,1.379314022,1.326363243,1.268495065,1.264320453,1.368761088,1.307681187,1.480744183,1.27399126,1.312084276,1.319068108,1.347963777,1.51630676,1.333133905,1.255082901,1.335097755,1.295434792,1.280191633,1.397480443,1.265062003,1.336827937,1.257739567,1.286130976,1.301549412,1.318110786,1.296607718,1.196461818,1.244812617,1.197503869,1.265076653,1.221046183,1.402139966,1.226554045,1.307689714,1.282645933,1.41833742,1.287309882,1.246722389,1.317277934,1.202447836,1.292302696,1.278530767,1.372224065,1.238233172,1.310406103,1.373991596,1.302875004,1.330198165,1.244132911,1.248227215,1.301040425,1.285752059,1.31433502,1.281031132,1.284737179,1.291521875,1.30393243,1.284457092,1.290367814,1.302930091,1.272399209,1.298923583,1.288925509,1.303034074,1.287256068,1.2929305,1.294682241,1.293989293,1.307392886,1.291137813,1.296202504,1.296262882,1.295136528,1.291751571,1.291878614,1.295551397,1.295233044,1.297975394,1.294687669,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862,1.295504862
